"id","origin","source_file","source_page","level","target_word","passage","answer_definition","dictionary_options_json","dictionary_entries_json","review_status"
"Q013","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","배","자, 과일은 채운이가 고를까?” “저의 선택은 바로 먹음직스러운 배!","문맥에 따라 신체의 일부, 과일, 물 위의 운송 수단, 곱절 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q014","교과서 추출 후보","국어4-1나_4단원.pdf","16","level2","눈","자, 과일은 채운이가 고를까?” “저의 선택은 바로 먹음직스러운 배! 엄청 맛있을 것 같아요.” “우아, 과일 보는 눈이 있네요. 배로 맛있답니다.” 과일 가게 아저씨는 콧노래를 부르며 크게 웃으셨다.","문맥에 따라 보는 기관, 보는 능력, 눈길 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q015","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","배","배로 맛있답니다.” 과일 가게 아저씨는 콧노래를 부르며 크게 웃으셨다.","문맥에 따라 신체의 일부, 과일, 물 위의 운송 수단, 곱절 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q016","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","배","금세 두둑해 진 장바구니를 보니 벌써 배가 부른 느낌이 들었다.","문맥에 따라 신체의 일부, 과일, 물 위의 운송 수단, 곱절 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q017","교과서 추출 후보","국어4-1나_4단원.pdf","16","level2","들다","배로 맛있답니다.” 과일 가게 아저씨는 콧노래를 부르며 크게 웃으셨다. 금세 두둑해 진 장바구니를 보니 벌써 배가 부른 느낌이 들었다. 다음에는 온 가 족이 손을 잡고 함께 시장 구경을 하면 좋겠다.","문맥에 따라 올리다, 안으로 가다, 마음에 맞다, 비용이나 시간이 필요하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q018","교과서 추출 후보","국어4-1나_4단원.pdf","17","level1","먹다","“상대 축구팀에게 골을 먹고”에서 ‘먹다’는 경기에서 점수를 잃었다는 뜻인 것 같아.","문맥에 따라 음식을 섭취하다, 점수를 잃다, 마음을 정하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q020","교과서 추출 후보","국어4-1나_4단원.pdf","17","level1","먹다","상대 축구팀에게 골을 먹고 배 고등어잡이 배 190","문맥에 따라 음식을 섭취하다, 점수를 잃다, 마음을 정하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q021","교과서 추출 후보","국어4-1나_4단원.pdf","17","level1","배","상대 축구팀에게 골을 먹고 배 고등어잡이 배 190","문맥에 따라 신체의 일부, 과일, 물 위의 운송 수단, 곱절 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q024","교과서 추출 후보","국어4-1나_4단원.pdf","25","level1","먹다","집에 돌아온 주은이는 의사 선생님께서 말씀해 주신 내용을 종이에 써서 책상 앞에 붙여 두고 하나하나 실천하기로 마음먹었다.","문맥에 따라 음식을 섭취하다, 점수를 잃다, 마음을 정하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q025","교과서 추출 후보","국어4-1나_4단원.pdf","25","level1","쓰다","집에 돌아온 주은이는 의사 선생님께서 말씀해 주신 내용을 종이에 써서 책상 앞에 붙여 두고 하나하나 실천하기로 마음먹었다.","문맥에 따라 글자를 적다, 사용하다, 힘이나 시간을 들이다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q026","교과서 추출 후보","국어4-1나_4단원.pdf","25","level1","먹다","과일이나 채소를 많이 먹으면 도 움이 된단다.","문맥에 따라 음식을 섭취하다, 점수를 잃다, 마음을 정하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q030","교과서 추출 후보","국어4-1나_4단원.pdf","30","level1","쓰다","메모를 하면 내용을 기억하느라 신경을 쓰지 않아도 되어 깊이 생각하는 것에 집중할 수 있어요.","문맥에 따라 글자를 적다, 사용하다, 힘이나 시간을 들이다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q036","교과서 추출 후보","국어4-1나_4단원.pdf","36","level1","치다","아울러 피아노 등의 악기를 시도 때도 없이 크게 치는 것 역시 문제가 된다.","문맥에 따라 두드리다, 줄을 만들다, 맞장구치다, 악기를 연주하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q038","교과서 추출 후보","국어4-1나_4단원.pdf","39","level1","쓰다","많은 사람이 공통으로 쓰는 말을 표준어 라고 해요.","문맥에 따라 글자를 적다, 사용하다, 힘이나 시간을 들이다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q044","교과서 추출 후보","국어활동4-1_4단원.pdf","6","level1","열다","102동 아주머니가 문을 슬 쩍 열었습니다.","문맥에 따라 문을 열다, 말을 시작하다, 회의나 행사를 시작하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q045","교과서 추출 후보","국어활동4-1_4단원.pdf","6","level1","사자","물건을 정리하던 사자 씨가 상자들 틈에서 얼굴을 내밀었습니다.","문맥에 따라 동물 이름, 사겠다는 뜻, 사람 이름으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q047","교과서 추출 후보","국어활동4-1_4단원.pdf","6","level2","사자","“흠, 어서 오세요.” “에구머니나!” 아주머니는 문을 닫고 가 버렸습니다. 사자 씨의 모습은 머리털을 휘날리는 커다란 사자처럼 보였습 니다. 아주머니는 뒤를 힐끔거리며 달아났습니다.","문맥에 따라 동물 이름, 사겠다는 뜻, 사람 이름으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q048","교과서 추출 후보","국어활동4-1_4단원.pdf","6","level1","사자","해가 서쪽으로 기울어 가는데도 사자마트에 물건을 사러 오는 사람은 아무도 없었습니다.","문맥에 따라 동물 이름, 사겠다는 뜻, 사람 이름으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q051","교과서 추출 후보","국어활동4-1_4단원.pdf","7","level1","사자","“주인이 사자처럼 생겼더라고요.” “그래서 가게 이름도 사자마트군요.” 64","문맥에 따라 동물 이름, 사겠다는 뜻, 사람 이름으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q052","교과서 추출 후보","국어활동4-1_4단원.pdf","8","level1","사자","“성격이 고약해 보이던데요.” “어휴, 무섭네요.” 어느새 사자마트의 ‘사자’ 는 ‘물건을 사자’가 아닌 ‘무 서운 사자’가 되었습니다.","문맥에 따라 동물 이름, 사겠다는 뜻, 사람 이름으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q053","교과서 추출 후보","국어활동4-1_4단원.pdf","8","level1","사자","사람들이 생각 한 사 자 마 트 의 ‘사자’는 무엇인 가요?","문맥에 따라 동물 이름, 사겠다는 뜻, 사람 이름으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q054","교과서 추출 후보","국어활동4-1_4단원.pdf","11","level1","눈","“자세히 보니까 잘 보여요.” 언니가 눈을 반짝이며 말했습니다.","문맥에 따라 보는 기관, 보는 능력, 눈길 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q055","교과서 추출 후보","국어활동4-1_4단원.pdf","14","level2","열다","“뭐 필요한 거 있으세요?” “막힌 변기를 뚫는 것도 있을까요?” “그럼요, 여러 가지 있어요.” 사자 씨가 뚫어뻥을 종류별로 꺼내 왔습니다. 102동 아주머니가 사자마트 문을 열고 머뭇거렸습니다. “저, 초 좀 사려고요.” 길이 어두워서 멀리 못 가고 온 것입니다.","문맥에 따라 문을 열다, 말을 시작하다, 회의나 행사를 시작하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q056","교과서 추출 후보","국어활동4-1_4단원.pdf","15","level1","눈","‘사자 아저씨는 친절해서 좋아.’ 101동 아이들이 반달눈으로 웃었습니다.","문맥에 따라 보는 기관, 보는 능력, 눈길 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q057","교과서 추출 후보","국어4-1나_4단원.pdf","2","level1","잡다","모자와 모자 최휘 엄마 손을 잡고 가면서 들었어요","문맥에 따라 손으로 붙들다, 붙잡다, 계획이나 방향을 정하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q058","교과서 추출 후보","국어4-1나_4단원.pdf","2","level1","손","모자와 모자 최휘 엄마 손을 잡고 가면서 들었어요","문맥에 따라 신체 일부, 일손, 손님, 보살핌 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q059","교과서 추출 후보","국어4-1나_4단원.pdf","2","level1","잡다","엄마와 나는 모자처럼 바람에 날아가지 않도록 손을 꾹 잡고 걸어요","문맥에 따라 손으로 붙들다, 붙잡다, 계획이나 방향을 정하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q060","교과서 추출 후보","국어4-1나_4단원.pdf","2","level1","손","엄마와 나는 모자처럼 바람에 날아가지 않도록 손을 꾹 잡고 걸어요","문맥에 따라 신체 일부, 일손, 손님, 보살핌 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q061","교과서 추출 후보","국어4-1나_4단원.pdf","3","level2","보다","지난 주말에 저는 동생과 함께 집 앞 꽃 밭에 꽃을 심었습니다. 그런데 오늘 물을 주려고 보니 꽃 주위에 쓰레기가 흩어져 있었습니다. 꽃밭에 쓰레기를 버리지 않으면 좋겠습니다.","문맥에 따라 눈으로 살피다, 경험하다, 판단하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q064","교과서 추출 후보","국어4-1나_4단원.pdf","10","level1","말","두 문장에 쓰인 ‘눈’은 여러 가지 뜻을 담고 있는 하나의 낱말로 볼 수 있어.","문맥에 따라 이야기, 언어, 동물 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q065","교과서 추출 후보","국어4-1나_4단원.pdf","10","level1","담다","두 문장에 쓰인 ‘눈’은 여러 가지 뜻을 담고 있는 하나의 낱말로 볼 수 있어.","문맥에 따라 그릇에 넣다, 생각이나 뜻을 포함하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q066","교과서 추출 후보","국어4-1나_4단원.pdf","12","level1","말","두 문장에 쓰인 ‘눈’은 여러 가지 뜻을 담고 있는 하나의 낱말로 볼 수 있어.","문맥에 따라 이야기, 언어, 동물 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q067","교과서 추출 후보","국어4-1나_4단원.pdf","12","level1","담다","두 문장에 쓰인 ‘눈’은 여러 가지 뜻을 담고 있는 하나의 낱말로 볼 수 있어.","문맥에 따라 그릇에 넣다, 생각이나 뜻을 포함하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q072","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","마음","오늘 살 게 많아서 손이 부족하네.” 집을 나서면서 ‘좋아하는 과일을 사 달라고 해야지!’ 하고 마음을 먹었다.","문맥에 따라 감정, 생각, 의지 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q074","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","밝다","“오늘 저녁으로 고등어구이 어때?” 나는 어머니를 향해 엄지손가락을 들어 보이며 밝게 웃었다.","문맥에 따라 빛이 환하다, 마음이 명랑하다, 사실을 드러내다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q077","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","보다","바다에서 그물을 올리며 구 슬땀을 흘리는 어부들의 모습이 눈에 보이는 것만 같았다.","문맥에 따라 눈으로 살피다, 경험하다, 판단하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q078","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","고르다","자, 과일은 채운이가 고를까?” “저의 선택은 바로 먹음직스러운 배!","문맥에 따라 여럿 중 하나를 선택하다, 고르게 만들다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q079","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","보다","금세 두둑해 진 장바구니를 보니 벌써 배가 부른 느낌이 들었다.","문맥에 따라 눈으로 살피다, 경험하다, 판단하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q080","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","잡다","다음에는 온 가 족이 손을 잡고 함께 시장 구경을 하면 좋겠다.","문맥에 따라 손으로 붙들다, 붙잡다, 계획이나 방향을 정하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q081","교과서 추출 후보","국어4-1나_4단원.pdf","16","level1","손","다음에는 온 가 족이 손을 잡고 함께 시장 구경을 하면 좋겠다.","문맥에 따라 신체 일부, 일손, 손님, 보살핌 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q082","교과서 추출 후보","국어4-1나_4단원.pdf","21","level2","말","가 나 (1) 그림 나 의 파란색 낱말은 모두 무엇을 가리키나요? (2) 파란색 낱말을 사용하지 않을 때와 사용할 때는 어떤 차이가 있나요? (3) 파란색 낱말은 어떤 상황에서 사용하나요?","문맥에 따라 이야기, 언어, 동물 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q083","교과서 추출 후보","국어4-1나_4단원.pdf","21","level1","맞다","고양이 그림이 그려진 파란색 물병 은 정민이 것이 맞아.","문맥에 따라 옳다, 받아들이다, 마주하다, 호응하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q087","교과서 추출 후보","국어4-1나_4단원.pdf","22","level1","길","집에 가는 길에 넘어져 울고 있는 아이를 보자 서연 이는 귀여운 강아지 그림이 그려진 반창고 가 떠올랐어요.","문맥에 따라 다니는 통로, 방법, 익숙해진 흔적 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q093","교과서 추출 후보","국어4-1나_4단원.pdf","24","level1","머리","감기 친구는 싫어 주은이는 오늘 학교에서 목이 따끔거리고 머리가 아팠다.","문맥에 따라 신체 일부, 생각하는 능력, 사물의 앞부분 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q095","교과서 추출 후보","국어4-1나_4단원.pdf","24","level1","말","“어디가 아파서 왔니?” 주은이가 말했다.","문맥에 따라 이야기, 언어, 동물 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q096","교과서 추출 후보","국어4-1나_4단원.pdf","24","level1","나다","“목이 아프고 열도 많이 나서 왔어요.” 의사 선생님께서는 입안을 살펴보시고 가슴에 청진기도 대어 보시 더니 이렇게 말씀하셨다.","문맥에 따라 생기다, 밖으로 나오다, 감정이나 소리가 일다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q100","교과서 추출 후보","국어4-1나_4단원.pdf","25","level1","마음","집에 돌아온 주은이는 의사 선생님께서 말씀해 주신 내용을 종이에 써서 책상 앞에 붙여 두고 하나하나 실천하기로 마음먹었다.","문맥에 따라 감정, 생각, 의지 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q102","교과서 추출 후보","국어4-1나_4단원.pdf","25","level2","살다","처음에는 하 나하나 실천하기가 어려웠지만, 몇 달 동안 열심히 실천했더니 더 이 상 감기는 찾아오지 않았다. “이제 감기는 내 친구가 아니야!” “우리 아이는 평소에도 감기를 달고 살아요. 감기가 친구도 아니고.” 엄마는 걱정스러운 듯 말씀하셨다.","문맥에 따라 생명을 유지하다, 거주하다, 살아 있는 상태를 유지하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q103","교과서 추출 후보","국어4-1나_4단원.pdf","25","level1","달다","“이제 감기는 내 친구가 아니야!” “우리 아이는 평소에도 감기를 달고 살아요.","문맥에 따라 붙이다, 매달다, 맛이 달다, 무게를 재다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q105","교과서 추출 후보","국어4-1나_4단원.pdf","25","level2","손","과일이나 채소를 많이 먹으면 도 움이 된단다. 외출 후에는 흐르는 물에 비누로 30초 이상 손을 씻어야 해. 충분히 휴식하고, 적절히 자고 운동하는 것도 좋단다.","문맥에 따라 신체 일부, 일손, 손님, 보살핌 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q109","교과서 추출 후보","국어4-1나_4단원.pdf","29","level1","놓다","알림장을 쓰거나 달력에 약속을 표시하는 것, 알림을 지정해 놓는 것도 메모이지요.","문맥에 따라 물건을 두다, 걱정을 풀다, 계속하여 두다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q115","교과서 추출 후보","국어4-1나_4단원.pdf","30","level1","보다","보면 중요한 것과 그렇지 않은 것을 구분할 수 있어요.","문맥에 따라 눈으로 살피다, 경험하다, 판단하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q121","교과서 추출 후보","국어4-1나_4단원.pdf","36","level1","놓다","좋아하는 장난감을 바닥에 아무 렇지 않게 ‘쾅’ 내려놓는 것도 이웃집에겐 마치 천둥소리처럼 크게 들릴 수 있는 것.","문맥에 따라 물건을 두다, 걱정을 풀다, 계속하여 두다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q122","교과서 추출 후보","국어4-1나_4단원.pdf","36","level2","내리다","우리가 무심코 하는 행동도 무시무시한 층간 소음으로 둔갑 할 수 있어 주의가 필요하다. 좋아하는 장난감을 바닥에 아무 렇지 않게 ‘쾅’ 내려놓는 것도 이웃집에겐 마치 천둥소리처럼 크게 들릴 수 있는 것. 또 방문을 세게 여닫는 것도 커다란 소 음을 만들어 내는 행동 가운데 하나이다.","문맥에 따라 아래로 움직이다, 결정을 하다, 상이나 벌을 주다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q123","교과서 추출 후보","국어4-1나_4단원.pdf","36","level2","소리","또 방문을 세게 여닫는 것도 커다란 소 음을 만들어 내는 행동 가운데 하나이다. 좋아하는 텔레비전 프로그램이나 영화를 생생하게 접하기 위해 커다란 소리로 영상물을 시청하는 것도 층간 소음을 발 생시킬 수 있다. 이는 청력에도 좋지 않을뿐더러 이웃에게도 큰 불편을 줄 수 있어 주의가 필요하다.","문맥에 따라 들리는 음, 말, 의견 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q124","교과서 추출 후보","국어4-1나_4단원.pdf","36","level1","소리","밤에 는 소리가 더 크게 증폭되므로 모두가 잠든 밤에는 연주를 삼 가야 한다.","문맥에 따라 들리는 음, 말, 의견 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q128","교과서 추출 후보","국어활동4-1_4단원.pdf","1","level1","내리다","하늘에서 내리는 ‘눈’은 길게 발음하고 사람의 ‘눈’은 짧게 발음해요.","문맥에 따라 아래로 움직이다, 결정을 하다, 상이나 벌을 주다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q129","교과서 추출 후보","국어활동4-1_4단원.pdf","3","level2","맞다","‘다르다’와 ‘틀리다’는 같은 뜻일까, 다른 뜻일까? ‘다른 것’을 ‘틀린 것’이라고 표현하면 맞는 걸까, 틀린 걸까? 우리는 ‘틀리다’라는 말을 습관처럼 참 많이 써.","문맥에 따라 옳다, 받아들이다, 마주하다, 호응하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q130","교과서 추출 후보","국어활동4-1_4단원.pdf","3","level1","살다","세상에는 참으로 다양한 모습의 사람들이 다양한 방식으로 살아가고 있는데도 우리는 자신과 다른 것은 무 조건 틀리다고 해 버려.","문맥에 따라 생명을 유지하다, 거주하다, 살아 있는 상태를 유지하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q132","교과서 추출 후보","국어활동4-1_4단원.pdf","5","level1","마음","물건 을 팔고 싶은 마음만 있었다면 ‘팔자마트’가 되었을지도 모릅니다.","문맥에 따라 감정, 생각, 의지 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q134","교과서 추출 후보","국어활동4-1_4단원.pdf","6","level1","보다","사자 씨의 모습은 머리털을 휘날리는 커다란 사자처럼 보였습 니다.","문맥에 따라 눈으로 살피다, 경험하다, 판단하다 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
"Q135","교과서 추출 후보","국어활동4-1_4단원.pdf","6","level1","머리","사자 씨의 모습은 머리털을 휘날리는 커다란 사자처럼 보였습 니다.","문맥에 따라 신체 일부, 생각하는 능력, 사물의 앞부분 따위의 뜻으로 쓰임","","","교과서 원문 정리 및 공식 사전 대조 필요; 모든 뜻 포함 불필요"
